name,id,recclass,mass (g),year,reclat,reclong,GeoLocation
Kemer,53654,L4,5760,2008,36.54194,29.41822,"(36.54194, 29.41822)"
Kendleton,12275,L4,6937,1939,29.45,-96,"(29.45, -96.0)"
Kendrapara,12276,H4-5,6669.2,2003,20.4625,86.70278,"(20.4625, 86.70278)"
Kerilis,12282,H5,5000,1874,48.4,-3.3,"(48.4, -3.3)"
Kernouve,12284,H6,80000,1869,48.11667,-3.08333,"(48.11667, -3.08333)"
Kesen,12286,H4,135000,1850,38.98333,141.61667,"(38.98333, 141.61667)"
Khairpur,12288,EL6,13600,1873,29.53333,72.3,"(29.53333, 72.3)"
Khanpur,12289,LL5,3698,1932,25.55,83.11667,"(25.55, 83.11667)"
Kharkov,12291,L6,1500,1787,50.625,35.075,"(50.625, 35.075)"
Kheragur,12294,L6,450,1860,26.95,77.88333,"(26.95, 77.88333)"
Khetri,12296,H6,100,1867,28.01667,75.81667,"(28.01667, 75.81667)"
Khmelevka,12297,L5,6109,1929,56.75,75.33333,"(56.75, 75.33333)"
Khohar,12298,L3.6,9700,1910,25.1,81.53333,"(25.1, 81.53333)"
Khor Temiki,12299,Aubrite,3200,1932,16,36,"(16.0, 36.0)"
Kidairat,12300,H6,100000,1983,14,28,"(14.0, 28.0)"
Kiel,12301,L6,737.6,1962,54.4,10.15,"(54.4, 10.15)"
Kiffa,12303,H5,1500,1970,16.58333,-11.33333,"(16.58333, -11.33333)"
Kijima (1906),12305,Stone-uncl,331,1906,36.85,138.38333,"(36.85, 138.38333)"
Kikino,12306,H6,195,1809,55,34,"(55.0, 34.0)"
Kilabo,12307,LL6,19000,2002,12.76667,9.8,"(12.76667, 9.8)"
Kilbourn,12308,H5,772,1911,43.58333,-89.6,"(43.58333, -89.6)"
Killeter,12309,H6,140,1844,54.66667,-7.66667,"(54.66667, -7.66667)"
Kingai,12316,H6,67.4,1967,11.63333,24.68333,"(11.63333, 24.68333)"
Kirbyville,12321,Eucrite-mmict,97.7,1906,30.75,-95.95,"(30.75, -95.95)"
Kisvarsány,12325,L6,1550,1914,48.16667,22.30833,"(48.16667, 22.30833)"
Kitchener,12326,L6,202.6,1998,43.38333,-80.38333,"(43.38333, -80.38333)"
Klein-Wenden,12332,H6,3250,1843,51.6,10.8,"(51.6, 10.8)"
Knyahinya,12335,L/LL5,500000,1866,48.9,22.4,"(48.9, 22.4)"
Kobe,12336,CK4,136,1999,34.73333,135.16667,"(34.73333, 135.16667)"
Kokubunji,12342,L6,11510,1986,34.3,133.95,"(34.3, 133.95)"
Komagome,12343,Iron,238,1926,35.73333,139.75,"(35.73333, 139.75)"
Konovo,12344,LL5,90,1931,42.51667,26.16667,"(42.51667, 26.16667)"
Košice,53810,H5,4300,2010,48.76367,21.17633,"(48.76367, 21.17633)"
Krähenberg,12353,LL5,16500,1869,49.32694,7.46472,"(49.32694, 7.46472)"
Krasnoi-Ugol,12355,L6,2440,1829,54.03333,40.9,"(54.03333, 40.9)"
Krasnyi Klyuch,12357,H5,4000,1946,54.33333,56.08333,"(54.33333, 56.08333)"
Krutikha,12363,OC,845.2,1906,56.8,77,"(56.8, 77.0)"
Krymka,12364,LL3.2,50000,1946,47.83333,30.76667,"(47.83333, 30.76667)"
Kukschin,12368,L6,2250,1938,51.15,31.7,"(51.15, 31.7)"
Kulak,12369,L5,453.6,1961,30.73111,66.80222,"(30.73111, 66.80222)"
Kuleschovka,12370,L6,6000,1811,50.75,33.5,"(50.75, 33.5)"
Kulp,12373,H6,3719,1906,41.11667,45,"(41.11667, 45.0)"
Kunashak,12377,L6,200000,1949,55.78333,61.36667,"(55.78333, 61.36667)"
Kunya-Urgench,12379,H5,1100000,1998,42.25,59.2,"(42.25, 59.2)"
Kushiike,12381,OC,4460,1920,37.05,138.38333,"(37.05, 138.38333)"
Kusiali,12382,L6,5,1860,29.68333,78.38333,"(29.68333, 78.38333)"
Kutais,12383,H5,23,1977,44.51667,39.3,"(44.51667, 39.3)"
Kuttippuram,12384,L6,45000,1914,10.83333,76.03333,"(10.83333, 76.03333)"
Kuznetzovo,12385,L6,4047,1932,55.2,75.33333,"(55.2, 75.33333)"
Kyushu,12390,L6,45000,1886,32.03333,130.63333,"(32.03333, 130.63333)"
La Bécasse,12392,L6,2800,1879,47.08333,1.75,"(47.08333, 1.75)"
La Charca,12394,OC,399,1878,20.66667,-101.28333,"(20.66667, -101.28333)"
La Colina,12395,H5,2000,1924,-37.33333,-61.53333,"(-37.33333, -61.53333)"
La Criolla,12396,L6,45000,1985,-31.23333,-58.16667,"(-31.23333, -58.16667)"
Laborel,12408,H5,3833,1871,44.28333,5.58333,"(44.28333, 5.58333)"
Lahrauli,12433,Ureilite,900,1955,26.78333,82.71667,"(26.78333, 82.71667)"
L'Aigle,12434,L6,37000,1803,48.76667,0.63333,"(48.76667, 0.63333)"
Cumulus Hills 04075,32531,Pallasite,9.6,2003,,,
Lakangaon,12435,Eucrite-mmict,212.5,1910,21.86667,76.03333,"(21.86667, 76.03333)"
Lalitpur,12451,L6,372,1887,24.45,78.56667,"(24.45, 78.56667)"
Lancé,12455,CO3.5,51700,1872,47.7,1.06667,"(47.7, 1.06667)"
Lancon,12456,H6,7000,1897,43.75,5.11667,"(43.75, 5.11667)"
Långhalsen,12461,L6,2300,1947,58.85,16.73333,"(58.85, 16.73333)"
Lanxi,12464,L6,1282,1986,46.24167,126.19611,"(46.24167, 126.19611)"
Lanzenkirchen,12465,L4,7000,1925,47.75,16.23333,"(47.75, 16.23333)"
Laochenzhen,12466,H5,14250,1987,33.13333,115.16667,"(33.13333, 115.16667)"
Launton,12740,L6,1060,1830,51.9,-1.11667,"(51.9, -1.11667)"
Lavrentievka,12743,L6,800,1938,52.45,51.56667,"(52.45, 51.56667)"
Le Pressoir,12748,H5,3000,1845,47.16667,0.43333,"(47.16667, 0.43333)"
Le Teilleul,12749,Howardite,780,1845,48.53333,-0.86667,"(48.53333, -0.86667)"
Leedey,12755,L6,51500,1943,35.88333,-99.33333,"(35.88333, -99.33333)"
Leeuwfontein,12756,L6,460,1912,-25.66667,28.36667,"(-25.66667, 28.36667)"
Leighlinbridge,12759,L6,271.4,1999,52.66667,-6.96667,"(52.66667, -6.96667)"
Leighton,12760,H5,877,1907,34.58333,-87.5,"(34.58333, -87.5)"
Leonovka,12765,L6,700,1900,52.26667,32.85,"(52.26667, 32.85)"
Les Ormes,12769,L6,125,1857,48.35,3.25,"(48.35, 3.25)"
Lesves,12772,L6,2000,1896,50.36667,4.73333,"(50.36667, 4.73333)"
Lichtenberg,14646,H6,4000,1973,-26.15,26.18333,"(-26.15, 26.18333)"
Lillaverke,14650,H5,6862,1930,56.65,15.86667,"(56.65, 15.86667)"
Limerick,14652,H5,50000,1813,52.56667,-8.78333,"(52.56667, -8.78333)"
Linum,14655,L6,1862,1854,52.75,12.9,"(52.75, 12.9)"
Lishui,14659,L5,498,1978,31.63333,118.98333,"(31.63333, 118.98333)"
Lissa,14661,L6,12800,1808,50.2,14.85,"(50.2, 14.85)"
Little Piney,14664,L5,491,1839,37.91667,-92.08333,"(37.91667, -92.08333)"
Lixna,14670,H4,5213,1820,56,26.43333,"(56.0, 26.43333)"
Lodran,14675,Lodranite,1000,1868,29.53333,71.8,"(29.53333, 71.8)"
Lohawat,14678,Howardite,40000,1994,26.96556,72.62667,"(26.96556, 72.62667)"
Lorton,52843,L6,329.7,2010,38.70066,-77.21163,"(38.70066, -77.21163)"
Los Martinez,14708,L6,25,1894,38,-0.83333,"(38.0, -0.83333)"
Lost City,14711,H5,17000,1970,36.00833,-95.15,"(36.00833, -95.15)"
Louisville,14716,L6,1300,1977,38.25,-85.75,"(38.25, -85.75)"
Łowicz,14718,Mesosiderite-A3,59000,1935,52,19.91667,"(52.0, 19.91667)"
Lua,14721,L5,9241,1926,24.95,75.15,"(24.95, 75.15)"
Lucé,14724,L6,3500,1768,47.85,0.48333,"(47.85, 0.48333)"
Lumpkin,14753,L6,340,1869,32.03333,-84.76667,"(32.03333, -84.76667)"
Lunan,14754,H6,2520,1980,24.8,103.3,"(24.8, 103.3)"
Lundsgård,14755,L6,11000,1889,56.21667,13.03333,"(56.21667, 13.03333)"
Luotolax,14756,Howardite,885,1813,61.2,27.7,"(61.2, 27.7)"
Luponnas,14757,H3-5,14000,1753,46.21667,5,"(46.21667, 5.0)"
Lusaka,14759,Unknown,,1951,-7.21667,29.43333,"(-7.21667, 29.43333)"
Mabwe-Khoywa,14764,L5,540,1937,19,97,"(19.0, 97.0)"
Macau,15370,H5,1500,1836,-5.2,-36.66667,"(-5.2, -36.66667)"
Machinga,15371,L6,93200,1981,-15.21222,35.24222,"(-15.21222, 35.24222)"
Macibini,15372,Eucrite-pmict,1995,1936,-28.83333,31.95,"(-28.83333, 31.95)"
Madhipura,15379,L,1000,1950,25.91667,86.36667,"(25.91667, 86.36667)"
Madiun,15380,L6,400,1935,-7.75,111.53333,"(-7.75, 111.53333)"
Madrid,15382,L6,400,1896,40.41667,-3.71667,"(40.41667, -3.71667)"
Mafra,15383,L3-4,600,1941,-26.16667,-49.93333,"(-26.16667, -49.93333)"
Magnesia,15386,"Iron, IAB-sHL",5000,1899,37.86667,27.51667,"(37.86667, 27.51667)"
Magombedze,15387,H3-5,666.6,1990,-19.48333,31.65,"(-19.48333, 31.65)"
Mahadevpur,47361,H4/5,70500,2007,27.66667,95.78333,"(27.66667, 95.78333)"
Maigatari-Danduma,30751,H5/6,4629,2004,12.83333,9.38333,"(12.83333, 9.38333)"
Malaga,15393,OC,150,1933,32.21667,-104,"(32.21667, -104.0)"
Malakal,15394,L5,2000,1970,9.5,31.75,"(9.5, 31.75)"
Malampaka,15395,H,470,1930,-3.13333,33.51667,"(-3.13333, 33.51667)"
Malotas,15397,H5,,1931,-28.93333,-63.23333,"(-28.93333, -63.23333)"
Malvern,15400,Eucrite-pmict,807,1933,-29.45,26.76667,"(-29.45, 26.76667)"
Mamra Springs,15401,L6,1000,1927,45.21667,62.08333,"(45.21667, 62.08333)"
Manbhoom,15402,LL6,1700,1863,23.05,86.7,"(23.05, 86.7)"
Manegaon,15403,Diogenite,50,1843,20.96667,76.1,"(20.96667, 76.1)"
Mangwendi,15405,LL6,22300,1934,-17.65,31.6,"(-17.65, 31.6)"
Manych,15409,LL3.4,3555,1951,45.81667,44.63333,"(45.81667, 44.63333)"
Mardan,15414,H5,4500,1948,34.23333,72.08333,"(34.23333, 72.08333)"
Maria Linden,15418,L4,114,1925,,,
Mariaville,15419,Iron,340,1898,42.71667,-99.38333,"(42.71667, -99.38333)"
Maribo,48973,CM2,25.81,2009,54.76183,11.46745,"(54.76183, 11.46745)"
Maridi,15421,H6,3200,1941,4.66667,29.25,"(4.66667, 29.25)"
Marilia,15422,H4,2500,1971,-22.25,-49.93333,"(-22.25, -49.93333)"
Marion (Iowa),15424,L6,28400,1847,41.9,-91.6,"(41.9, -91.6)"
Marjalahti,15426,"Pallasite, PMG",45000,1902,61.5,30.5,"(61.5, 30.5)"
Marmande,15429,L5,3000,1848,44.5,0.15,"(44.5, 0.15)"
Maromandia,15430,L6,6000,2002,-14.2,48.1,"(-14.2, 48.1)"
Maryville,15436,L6,1443,1983,35.8,-84.1,"(35.8, -84.1)"
Mascombes,15438,L6,1000,1836,45.36667,1.86667,"(45.36667, 1.86667)"
Mason Gully,53653,H5,24.54,2010,0,0,"(0.0, 0.0)"
Mässing,15443,Howardite,1600,1803,48.13333,12.61667,"(48.13333, 12.61667)"
Mauerkirchen,15446,L6,19000,1768,48.18333,13.13333,"(48.18333, 13.13333)"
Mauritius,15447,L6,220,1801,-20,57,"(-20.0, 57.0)"
Mayo Belwa,15451,Aubrite,4850,1974,8.96667,12.08333,"(8.96667, 12.08333)"
Mazapil,15453,"Iron, IAB-sLL",4000,1885,24.68333,-101.68333,"(24.68333, -101.68333)"
Maziba,15454,L6,4975,1942,-1.21667,30,"(-1.21667, 30.0)"
Mbale,15455,L5/6,150000,1992,1.06667,34.16667,"(1.06667, 34.16667)"
Medanitos,15467,Eucrite-cm,31,1953,-27.25,-67.5,"(-27.25, -67.5)"
Meerut,15469,H5,22,1861,29.01667,77.8,"(29.01667, 77.8)"
Meester-Cornelis,15470,H5,24750,1915,-6.23333,106.88333,"(-6.23333, 106.88333)"
Menow,15485,H4,10500,1862,53.18333,13.15,"(53.18333, 13.15)"
Menziswyl,15486,L5,28.9,1903,46.81867,7.21817,"(46.81867, 7.21817)"
Mern,15489,L6,4000,1878,55.05,12.06667,"(55.05, 12.06667)"
Meru,15491,LL6,6000,1945,0,37.66667,"(0.0, 37.66667)"
Merua,15492,H5,71400,1920,25.48333,81.98333,"(25.48333, 81.98333)"
Messina,15495,L5,2405,1955,38.18333,15.56667,"(38.18333, 15.56667)"
Meuselbach,16626,L6,870,1897,50.58333,11.1,"(50.58333, 11.1)"
Mezel,16627,L6,1300,1949,45.76667,3.25,"(45.76667, 3.25)"
Mezö-Madaras,16628,L3.7,22700,1852,46.5,25.73333,"(46.5, 25.73333)"
Mhow,16629,L6,350,1827,25.9,83.61667,"(25.9, 83.61667)"
Mianchi,16631,H5,1100,1980,34.8,111.7,"(34.8, 111.7)"
Middlesbrough,16632,L6,1600,1881,54.56667,-1.16667,"(54.56667, -1.16667)"
Mifflin,52090,L5,3584,2010,42.9075,-90.36556,"(42.9075, -90.36556)"
Mighei,16634,CM2,8000,1889,48.06667,30.96667,"(48.06667, 30.96667)"
Mihonoseki,16635,L6,6380,1992,35.56833,133.22,"(35.56833, 133.22)"
Mike,16636,L6,224.2,1944,46.23333,17.53333,"(46.23333, 17.53333)"
Milena,16640,L6,10000,1842,46.18333,16.1,"(46.18333, 16.1)"
Millbillillie,16643,Eucrite-mmict,330000,1960,-26.45,120.36667,"(-26.45, 120.36667)"
Miller (Arkansas),16645,H5,16700,1930,35.4,-92.05,"(35.4, -92.05)"
Minamino,16692,L,1040,1632,35.07833,136.93333,"(35.07833, 136.93333)"
Mineo,16696,Pallasite,42,1826,37.28333,14.7,"(37.28333, 14.7)"
Min-Fan-Zhun,16697,LL6,5500,1952,32.33333,120.66667,"(32.33333, 120.66667)"
Minnichhof,16700,OC,550,1905,47.7,16.6,"(47.7, 16.6)"
Mirzapur,16701,L5,8510,1910,25.68333,83.25,"(25.68333, 83.25)"
Misshof,16703,H5,5800,1890,56.66667,23,"(56.66667, 23.0)"
Mjelleim,16707,H,100.7,1898,61.73333,5.93333,"(61.73333, 5.93333)"
Mocs,16709,L5-6,300000,1882,46.8,24.03333,"(46.8, 24.03333)"
Modoc (1905),16711,L6,35000,1905,38.5,-101.1,"(38.5, -101.1)"
Mokoia,16713,CV3,4500,1908,-39.63333,174.4,"(-39.63333, 174.4)"
Molina,16715,H5,144000,1858,38.11667,-1.16667,"(38.11667, -1.16667)"
Molteno,16717,Howardite,150,1953,-31.25,26.46667,"(-31.25, 26.46667)"
Monahans (1998),16719,H5,2587,1998,31.60833,-102.85833,"(31.60833, -102.85833)"
Monroe,16720,H4,8600,1849,35.25,-80.5,"(35.25, -80.5)"
Monte das Fortes,16725,L5,4885,1950,38.01667,-8.25,"(38.01667, -8.25)"
Monte Milone,16726,L5,3130,1846,43.26667,13.35,"(43.26667, 13.35)"
Montferré,16727,H5,149000,1923,43.39056,1.9625,"(43.39056, 1.9625)"
Montlivault,16729,L6,500,1838,47.63333,1.58333,"(47.63333, 1.58333)"
Monze,16733,L6,,1950,-15.96667,27.35,"(-15.96667, 27.35)"
Moore County,16736,Eucrite-cm,1880,1913,35.41667,-79.38333,"(35.41667, -79.38333)"
Mooresfort,16737,H5,3520,1810,52.45,-8.33333,"(52.45, -8.33333)"
Moorleah,16738,L6,8887.5,1930,-40.975,145.6,"(-40.975, 145.6)"
Moradabad,16740,L6,70,1808,28.78333,78.83333,"(28.78333, 78.83333)"
Morávka,16742,H5,633,2000,49.6,18.53333,"(49.6, 18.53333)"
Mornans,16747,H5,1300,1875,44.6,5.13333,"(44.6, 5.13333)"
Moss,36592,CO3.6,3763,2006,59.43333,10.7,"(59.43333, 10.7)"
Moti-ka-nagla,16759,H6,1500,1868,26.83333,77.33333,"(26.83333, 77.33333)"
Motta di Conti,16762,H4,9150,1868,45.2,8.5,"(45.2, 8.5)"
Mount Browne,16766,H6,11300,1902,-29.8,141.7,"(-29.8, 141.7)"
Mount Tazerzait,16804,L5,110000,1991,18.7,4.8,"(18.7, 4.8)"
Mount Vaisi,16805,Stone-uncl,17000,1637,44.08333,6.86667,"(44.08333, 6.86667)"
Mtola,16820,Stone-uncl,1100,1944,-11.5,33.5,"(-11.5, 33.5)"
Muddoor,16841,L5,4400,1865,12.63333,77.01667,"(12.63333, 77.01667)"
Mulletiwu,16851,L,25.5,1795,9.33333,80.83333,"(9.33333, 80.83333)"
Muraid,16874,L6,4703,1924,24.5,90.21667,"(24.5, 90.21667)"
Murchison,16875,CM2,100000,1969,-36.61667,145.2,"(-36.61667, 145.2)"
Murray,16882,CM2,12600,1950,36.6,-88.1,"(36.6, -88.1)"
Muzaffarpur,16885,"Iron, IAB-sHL",1245,1964,26.13333,85.53333,"(26.13333, 85.53333)"
Myhee Caunta,16887,OC,,1842,23.05,72.63333,"(23.05, 72.63333)"
Nadiabondi,16889,H5,8165,1956,12,1,"(12.0, 1.0)"
Nagai,16890,L6,1810,1922,38.12167,140.06167,"(38.12167, 140.06167)"
Nagaria,16892,Eucrite-cm,20,1875,26.98333,78.21667,"(26.98333, 78.21667)"
Nagy-Borové,16893,L5,6100,1895,49.16667,19.5,"(49.16667, 19.5)"
Nakhla,16898,Martian (nakhlite),10000,1911,31.31667,30.35,"(31.31667, 30.35)"
Nakhon Pathom,16899,L6,23200,1923,13.73333,100.08333,"(13.73333, 100.08333)"
Nammianthal,16902,H5,4500,1886,12.28333,79.2,"(12.28333, 79.2)"
Nan Yang Pao,16903,L6,52900,1917,35.66667,103.5,"(35.66667, 103.5)"
Nanjemoy,16904,H6,7500,1825,38.41667,-77.16667,"(38.41667, -77.16667)"
Nantong,16907,H6,529,1984,32.11667,121.8,"(32.11667, 121.8)"
Naoki,16908,H6,17000,1928,19.25,77,"(19.25, 77.0)"
Naragh,16909,H6,2700,1974,33.75,51.5,"(33.75, 51.5)"
Narellan,16912,L6,367.5,1928,-34.05,150.68889,"(-34.05, 150.68889)"
Narni,16914,Stone-uncl,,920,42.51667,12.51667,"(42.51667, 12.51667)"
Nassirah,16922,H4,347,1936,-21.73333,165.9,"(-21.73333, 165.9)"
Natal,16923,Stone-uncl,1.4,1973,,,
Nawapali,16927,CM2,105,1890,21.25,83.66667,"(21.25, 83.66667)"
Neagari,16934,L6,420,1995,36.44917,136.46528,"(36.44917, 136.46528)"
Nedagolla,16935,"Iron, ungrouped",4500,1870,18.68333,83.48333,"(18.68333, 83.48333)"
Nejo,16941,L6,2450,1970,9.5,35.33333,"(9.5, 35.33333)"
Nerft,16945,L6,10250,1864,56.5,21.5,"(56.5, 21.5)"
Neuschwanstein,16950,EL6,6189,2002,47.525,10.80833,"(47.525, 10.80833)"
New Concord,16953,L6,230000,1860,40,-81.76667,"(40.0, -81.76667)"
New Halfa,16954,L4,12000,1994,15.36667,35.68333,"(15.36667, 35.68333)"
New Orleans,16960,H5,19256,2003,29.94718,-90.10976,"(29.94718, -90.10976)"
Ngawi,16966,LL3.6,1393,1883,-7.45,111.41667,"(-7.45, 111.41667)"
N'Goureyma,16968,"Iron, ungrouped",37500,1900,13.85,-4.38333,"(13.85, -4.38333)"
Nicorps,16970,Stone-uncl,,1750,49.03333,-1.43333,"(49.03333, -1.43333)"
Niger (L6),16974,L6,3.3,1967,,,
Niger (LL6),16975,LL6,3.3,1967,,,
Nikolaevka,16976,H4,3996,1935,52.45,78.63333,"(52.45, 78.63333)"
Nikolskoe,16977,L4,6000,1954,56.11667,37.33333,"(56.11667, 37.33333)"
Ningbo,16980,"Iron, IVA",14250,1975,29.86667,121.48333,"(29.86667, 121.48333)"
Ningqiang,16981,C3-ung,4610,1983,32.925,105.90667,"(32.925, 105.90667)"
Nio,16982,H3-4,467,1897,34.2,131.56667,"(34.2, 131.56667)"
N'Kandhla,16983,"Iron, IID",17200,1912,-28.56667,30.7,"(-28.56667, 30.7)"
Nobleborough,16984,Eucrite-pmict,2300,1823,44.08333,-69.48333,"(44.08333, -69.48333)"
Noblesville,16985,H4-6,483.7,1991,40.08528,-86.055,"(40.08528, -86.055)"
Nogata,16988,L6,472,860,33.725,130.75,"(33.725, 130.75)"
Nogoya,16989,CM2,4000,1879,-32.36667,-59.83333,"(-32.36667, -59.83333)"
Norfork,16994,"Iron, IIIAB",1050,1918,36.21667,-92.26667,"(36.21667, -92.26667)"
Norton County,17922,Aubrite,1100000,1948,39.68333,-99.86667,"(39.68333, -99.86667)"
Noventa Vicentina,17930,H4,177,1971,45.29167,11.52722,"(45.29167, 11.52722)"
Novo-Urei,17933,Ureilite,1900,1886,54.81667,46,"(54.81667, 46.0)"
Novy-Ergi,17934,Stone-uncl,,1662,58.55,31.33333,"(58.55, 31.33333)"
Novy-Projekt,17935,OC,1001,1908,56,22,"(56.0, 22.0)"
Noyan-Bogdo,17936,L6,250,1933,42.91667,102.46667,"(42.91667, 102.46667)"
Nuevo Mercurio,17938,H5,50000,1978,24.3,-102.13333,"(24.3, -102.13333)"
Nulles,17959,H6,5000,1851,41.63333,0.75,"(41.63333, 0.75)"
Numakai,17960,H4,363,1925,43.33333,141.86667,"(43.33333, 141.86667)"
Nyaung,17969,"Iron, IIIAB",737.6,1939,21.20833,94.91667,"(21.20833, 94.91667)"
Nyirábrany,17970,LL5,1100,1914,47.55,22.025,"(47.55, 22.025)"
Ochansk,17979,H4,500000,1887,57.78333,55.26667,"(57.78333, 55.26667)"
Oesede,17988,H5,1400,1927,52.28333,8.05,"(52.28333, 8.05)"
Oesel,17989,L6,6000,1855,58.5,23,"(58.5, 23.0)"
Ofehértó,17990,L6,3750,1900,47.88333,22.03333,"(47.88333, 22.03333)"
Ogi,17994,H6,14360,1741,33.28333,130.2,"(33.28333, 130.2)"
Ohaba,17995,H5,16250,1857,46.06667,23.58333,"(46.06667, 23.58333)"
Ohuma,17996,L5,7700,1963,6.75,8.5,"(6.75, 8.5)"
Ojuelos Altos,17997,L6,5850,1926,38.18333,-5.4,"(38.18333, -5.4)"
Okabe,17998,H5,194,1958,36.18333,139.21667,"(36.18333, 139.21667)"
Okano,18000,"Iron, IIAB",4742,1904,35.08333,135.2,"(35.08333, 135.2)"
Okniny,18002,LL6,12000,1834,50.83333,25.5,"(50.83333, 25.5)"
Oldenburg (1930),18009,L6,16570,1930,52.95,8.16667,"(52.95, 8.16667)"
Oliva-Gandia,18012,Stone-uncl,,1519,39,-0.03333,"(39.0, -0.03333)"
Olivenza,18013,LL5,150000,1924,38.71667,-7.06667,"(38.71667, -7.06667)"
Olmedilla de Alarcón,18015,H5,40000,1929,39.56667,-2.1,"(39.56667, -2.1)"
Omolon,18019,"Pallasite, PMG",250000,1981,64.02,161.80833,"(64.02, 161.80833)"
Orgueil,18026,CI1,14000,1864,43.88333,1.38333,"(43.88333, 1.38333)"
Orlando,34489,Eucrite,180,2004,28.5475,-81.36222,"(28.5475, -81.36222)"
Ornans,18030,CO3.4,6000,1868,47.11667,6.15,"(47.11667, 6.15)"
Ortenau,18033,Stone-uncl,4500,1671,48.5,8,"(48.5, 8.0)"
Orvinio,18034,H6,3400,1872,42.13333,12.93333,"(42.13333, 12.93333)"
Oterøy,18042,L6,246,1928,58.88333,9.4,"(58.88333, 9.4)"
Otomi,18045,H,6510,1867,38.4,140.35,"(38.4, 140.35)"
Ottawa,18046,LL6,840,1896,38.6,-95.21667,"(38.6, -95.21667)"
Ouadangou,56729,L5,4440,2003,12.9,0.08,"(12.9, 0.08)"
Oued el Hadjar,18050,LL6,1215.5,1986,30.18,-6.57717,"(30.18, -6.57717)"
Oum Dreyga,31282,H3-5,17000,2003,24.3,-13.1,"(24.3, -13.1)"
Ourique,18052,H4,20000,1998,37.60833,-8.28,"(37.60833, -8.28)"
Ovambo,18055,L6,121.5,1900,-18,16,"(-18.0, 16.0)"
Oviedo,18058,H5,205,1856,43.4,-5.86667,"(43.4, -5.86667)"
Owrucz,18062,OC,,1775,51.33333,28.83333,"(51.33333, 28.83333)"
Pacula,18068,L6,3400,1881,21.05,-99.3,"(21.05, -99.3)"
Padvarninkai,18069,Eucrite-mmict,3858,1929,55.66667,25,"(55.66667, 25.0)"
Paitan,18072,H6,515,1910,17.74333,120.45583,"(17.74333, 120.45583)"
Palahatchie,18073,OC,,1910,32.31667,-89.71667,"(32.31667, -89.71667)"
Palca de Aparzo,18074,L5,1430,1988,-23.11667,-65.1,"(-23.11667, -65.1)"
Palinshih,18077,Iron,18000,1914,43.48333,118.61667,"(43.48333, 118.61667)"
Palmyra,18079,L3,135,1926,39.8,-91.5,"(39.8, -91.5)"
Palolo Valley,18082,H5,682,1949,21.3,-157.78333,"(21.3, -157.78333)"
Dominion Range 03239,32591,L6,69.5,2002,,,
Pampanga,18093,L5,10500,1859,15.08333,120.7,"(15.08333, 120.7)"
Pantar,18098,H5,2130,1938,8.06667,124.28333,"(8.06667, 124.28333)"
Paragould,18101,LL5,408000,1930,36.06667,-90.5,"(36.06667, -90.5)"
Parambu,18102,LL5,2000,1967,-6.23333,-40.7,"(-6.23333, -40.7)"
Paranaiba,18103,L6,100000,1956,-19.13333,-51.66667,"(-19.13333, -51.66667)"
Park Forest,18106,L5,18000,2003,41.48472,-87.67917,"(41.48472, -87.67917)"
Parnallee,18108,LL3.6,77600,1857,9.23333,78.35,"(9.23333, 78.35)"
Parsa,18109,EH3,800,1942,26.2,85.4,"(26.2, 85.4)"
Pasamonte,18110,Eucrite-pmict,5100,1933,36.21667,-103.4,"(36.21667, -103.4)"
Patora,18112,H6,4375,1969,20.93694,82.05,"(20.93694, 82.05)"
Patrimonio,18116,L6,2121,1950,-19.53333,-48.56667,"(-19.53333, -48.56667)"
Patti,18118,Iron,12,1922,38.13333,14.96667,"(38.13333, 14.96667)"
Patwar,18171,Mesosiderite-A1,37350,1935,23.15,91.18333,"(23.15, 91.18333)"
Pavel,18173,H5,2968,1966,43.46667,25.51667,"(43.46667, 25.51667)"
Pavlodar (stone),18175,H5,142.5,1938,52.3,77.03333,"(52.3, 77.03333)"
Pavlograd,18176,L6,40000,1826,48.53333,35.98333,"(48.53333, 35.98333)"
Pavlovka,18177,Howardite,2000,1882,52.03333,43,"(52.03333, 43.0)"
Pê,18179,L6,,1989,11.33367,-3.54217,"(11.33367, -3.54217)"
Peace River,18180,L6,45760,1963,56.13333,-117.93333,"(56.13333, -117.93333)"
Peckelsheim,18181,Diogenite-pm,117.8,1953,51.66667,9.25,"(51.66667, 9.25)"
Peekskill,18782,H6,12570,1992,41.28333,-73.91667,"(41.28333, -73.91667)"
Peña Blanca Spring,18786,Aubrite,70000,1946,30.125,-103.11667,"(30.125, -103.11667)"
Peramiho,18792,Eucrite-mmict,165,1899,-10.66667,35.5,"(-10.66667, 35.5)"
Perpeti,18793,L6,23474,1935,23.325,91,"(23.325, 91.0)"
Perth,18797,LL5,2,1830,56.4,-3.43333,"(56.4, -3.43333)"
Pervomaisky,18798,L6,66000,1933,56.63333,39.43333,"(56.63333, 39.43333)"
Pesyanoe,18799,Aubrite,3393,1933,55.5,66.08333,"(55.5, 66.08333)"
Pétèlkolé,18800,H5,189,1995,14.052,0.42,"(14.052, 0.42)"
Petersburg,18801,Eucrite-pmict,1800,1855,35.3,-86.63333,"(35.3, -86.63333)"
Pettiswood,18804,Stone-uncl,,1779,53.53333,-7.33333,"(53.53333, -7.33333)"
Phillips County (stone),18808,L6,57900,1901,40,-99.25,"(40.0, -99.25)"
